OBJECTID,COD_SIG_ESTACIONAMENTO,MORADA,FREGUESIA,LOCALIZACAO,TIPO_ESTACIONAMENTO,MODELO,NUM_SUPORTES,CAPACIDADE,COBERTO,DOMINIALIDADE,ESTACIONAMENTO_ESTADO,DATA_INSTALACAO,x,y
15236,540,Jardim Mário Ruivo,Parque das Nações,Passeio,BICIPARQUE,Cacifo,0,6,Sim,Privado,Interdito Micromobilidade,,-1012270.8325096,4687613.3068842
15237,541,"Avenida Praia da Vitória, 16",Arroios,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,,-1017782.6563205,4683649.8853208
15238,542,Passeio do Parque,Parque das Nações,Passeio,BICICLETA,Cascata,1,8,Não,Público,Partilhado com Micromobilidade,,-1012344.9697448,4690935.0885347
15239,641,"Avenida António José Almeida, IST",Areeiro,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,29/04/2019,-1017389.0838189,4684223.3160014
15240,642,Calçada da Tapada,Alcântara,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,29/01/2019,-1022404.1051185,4679639.8714405
15241,643,Praceta do Chinquilho,Alcântara,Passeio,BICICLETA,Sheffield standard,2,4,Não,Público,Partilhado com Micromobilidade,29/01/2019,-1023182.8222896,4679065.6798285
15242,644,"Rua do Instituto Industrial, 7C",Misericórdia,Passeio,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,20/02/2019,-1018637.0268475,4679947.7286312
15243,645,Passeio dos Heróis do Mar,Parque das Nações,Passeio,BICICLETA,Cascata,1,8,Não,Público,Partilhado com Micromobilidade,,-1012208.2213672,4690437.7233043
15244,646,"Rua da Ilha dos Amores, Escola",Parque das Nações,Passeio,BICICLETA,Sheffield standard,14,28,Não,Público,Partilhado com Micromobilidade,,-1012231.2827706,4689959.1309371
15245,647,Passeio do Tejo,Parque das Nações,Passeio,BICICLETA,Cascata,1,8,Não,Público,Partilhado com Micromobilidade,,-1012041.2182303,4689801.0323831
15246,649,Travessa do Açafrão,Parque das Nações,Passeio,BICICLETA,Cascata,1,4,Não,Público,Partilhado com Micromobilidade,,-1012113.5816737,4689272.6169451
15247,650,"Rua Marquês do Soveral, Escola",Alvalade,Via,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,04/06/2019,-1017030.3741906,4687057.8945909
15248,651,Travessa da Canela,Parque das Nações,Passeio,BICICLETA,Cascata,1,4,Não,Público,Partilhado com Micromobilidade,,-1012133.7729128,4689001.0001338
15249,653,"Avenida D. João II, 49",Parque das Nações,Passeio,BICICLETA,Cascata,1,8,Não,Público,Partilhado com Micromobilidade,,-1012744.6790105,4689255.5457299
15250,654,"Alameda dos Oceanos, 57",Parque das Nações,Passeio,BICICLETA,Cascata,1,8,Não,Público,Partilhado com Micromobilidade,,-1012551.2222252,4688805.1259985
15251,655,Jardim Garcia de Orta ao Parque das Nações,Parque das Nações,Passeio,BICICLETA,Cascata,1,8,Não,Público,Partilhado com Micromobilidade,,-1012153.4689527,4688693.4034479
15252,656,"Alameda dos Oceanos, 49",Parque das Nações,Passeio,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,,-1012540.2145534,4688462.8478451
15253,657,"Alameda dos Oceanos, 49",Parque das Nações,Passeio,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,,-1012546.9186473,4688399.2990314
15254,2540,Rua Cipriano Dourado,Lumiar,Lugar estacionamento automóvel,BICICLETA,Sheffield estreito,12,12,Sim,Privado,Interdito Micromobilidade,,-1019408.8026630,4687320.2116500
15255,2541,"Avenida de Berlim, 19",Olivais,Passeio,BICICLETA,Sheffield standard,8,16,Não,Público,Partilhado com Micromobilidade,,-1013725.3728296,4688448.1707939
15256,665,"Rua Lopes de Mendonça, Escola",Alvalade,Via,BICICLETA,Sheffield standard,2,4,Não,Público,Partilhado com Micromobilidade,06/01/2022,-1017216.2319423,4686821.9443796
15257,666,"Largo Rafael Bordalo Pinheiro, 32",Santa Maria Maior,Passeio,BICICLETA,Grelha,1,4,Não,Público,Partilhado com Micromobilidade,,-1017635.5063750,4680423.8176340
15258,667,"Rua Dr. João Soares, 15",Alvalade,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,08/01/2019,-1018910.3873438,4686334.8891908
15259,668,"Rua Dr. João Soares, 15",Alvalade,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,06/01/2022,-1018916.0672747,4686331.9223933
15260,543,"Alameda dos Oceanos, 1.08.01",Parque das Nações,Passeio,BICICLETA,Sheffield standard,6,12,Não,Público,Partilhado com Micromobilidade,,-1012489.3365289,4689286.8237145
15261,544,"Alameda dos Oceanos, 1.08.01",Parque das Nações,Passeio,BICICLETA,Sheffield standard,6,12,Não,Público,Partilhado com Micromobilidade,,-1012491.8635536,4689204.6144765
15262,609,Praça do Marquês de Pombal,Santo António,Passeio,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,15/04/2019,-1018600.6460510,4682292.9678533
15263,610,Praça do Marquês de Pombal,Santo António,Passeio,BICICLETA,Sheffield standard,6,12,Não,Público,Partilhado com Micromobilidade,15/04/2019,-1018475.5032170,4682430.7329272
15264,611,Avenida Almirante Reis,Areeiro,Passeio,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,15/04/2019,-1016738.4767218,4684101.4547365
15265,612,"Avenida 5 de Outubro, 345",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,17/04/2019,-1018620.8313252,4685601.9051442
15266,613,"Avenida 5 de Outubro, 293",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,17/04/2019,-1018578.0644163,4685470.2688046
15267,614,"Avenida 5 de Outubro, 265A",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,17/04/2019,-1018544.5533671,4685287.5907857
15268,615,"Avenida Álvaro Pais, 2",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,17/04/2019,-1018560.3406107,4685160.9403135
15269,616,Rua Ivone Silva,Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,17/04/2019,-1018683.8847520,4684882.2325345
15270,617,"Rua de Entrecampos, 66D",Alvalade,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,22/04/2019,-1018284.4185204,4685672.0696961
15271,618,"Rua de Entrecampos, 19",Alvalade,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,22/04/2019,-1018151.5022939,4685326.4078844
15272,619,"Rua Domingos Monteiro, 7B",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,18/04/2019,-1018240.3223979,4685164.0385372
15273,620,"Rua de Entrecampos, 9",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,22/04/2019,-1018039.8667430,4685156.0666002
15274,621,Rua Chaby Pinheiro,Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,18/04/2019,-1018117.4648205,4685012.6699831
15275,622,"Campo Pequeno, 17",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,22/04/2019,-1018056.2359820,4685008.2682135
15276,624,"Avenida 5 de Outubro, 186",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,29/04/2019,-1018455.3248661,4684807.1161642
15277,625,"Rua Laura Alves, 12A",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,25/04/2019,-1018586.3526777,4684622.1236587
15278,627,"Avenida Barbosa du Bocage, 117",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,29/04/2019,-1018555.7711836,4684456.7394878
15279,628,"Avenida Barbosa du Bocage, 120",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,29/04/2019,-1018435.3892379,4684492.1413123
15280,629,"Avenida Barbosa du Bocage, 67",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,29/04/2019,-1018292.5686650,4684508.9595630
15281,630,"Avenida Elias Garcia, 84",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,29/04/2019,-1018329.9316744,4684372.6919556
15282,633,"Avenida Conde de Valbom, 61",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,29/04/2019,-1018668.0044808,4684049.2039967
15283,876,"Avenida 24 de Julho, 102",Estrela,Passeio,BICICLETA,Sheffield standard,2,4,Não,Público,Partilhado com Micromobilidade,13/08/2020,-1019834.2351285,4679381.1822573
15284,877,"Avenida 24 de Julho, 140C",Estrela,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,4,13,Não,Público,Partilhado com Micromobilidade,13/08/2020,-1020462.5030780,4679320.6986689
15285,879,"Avenida D. João II, 1.15.01",Parque das Nações,Lugar estacionamento automóvel,BICICLETA,Car Bike Port,5,10,Não,Público,Partilhado com Micromobilidade,28/08/2020,-1012791.4680809,4688444.9792037
15286,880,"Rua dos Anjos, 86",Arroios,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,09/01/2020,-1017043.2365758,4682520.3407403
15287,881,"Rua Rebelo da Silva, 9",Arroios,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,4,9,Não,Público,Partilhado com Micromobilidade,09/01/2020,-1017266.8992891,4683310.7857185
15288,882,"Rua António Pedro, 38",Arroios,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,09/01/2020,-1016932.2877364,4683272.8869029
15289,883,"Rua Passos Manuel, 108A",Arroios,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,4,13,Não,Público,Partilhado com Micromobilidade,09/01/2020,-1017111.0332796,4683127.6823799
15290,884,"Rua Passos Manuel, 64A",Arroios,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,09/01/2020,-1017105.8172983,4682878.3864968
15291,885,"Rua Passos Manuel, 2A",Arroios,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,09/01/2020,-1017101.3475555,4682664.7334018
15292,886,"Rua José Estevão, 35",Arroios,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,09/01/2020,-1017194.5156122,4682891.2974644
15293,887,"Rua Bernardim Ribeiro, 16",Arroios,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,2,4,Não,Público,Partilhado com Micromobilidade,06/01/2022,-1017743.7239308,4682645.1819798
15294,888,"Rua Bernardim Ribeiro, 28",Santo António,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,2,4,Não,Público,Partilhado com Micromobilidade,06/01/2022,-1017844.5895444,4682550.1310880
15295,889,"Rua José Estêvão, 117B",Arroios,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,09/01/2020,-1017199.4844580,4683132.4683739
15296,890,"Rua Alexandre Braga, 20",Arroios,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,4,9,Não,Público,Partilhado com Micromobilidade,09/01/2020,-1017414.0609559,4683177.2987627
15297,891,"Rua General Garcia Rosado, 2",Arroios,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,09/01/2020,-1017518.6180452,4682966.3957648
15298,892,"Campo dos Mártires da Pátria, 50",Arroios,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,09/01/2020,-1017502.7960005,4681951.5229883
15299,893,"Campo dos Mártires da Pátria, 117",Arroios,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,09/01/2020,-1017397.0041949,4682001.6127158
15300,1220,"Rua do Grilo, 129",Beato,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,26/10/2020,-1013877.9206097,4683117.2339052
15301,1221,"Estrada de Benfica, 535",Benfica,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,26/10/2020,-1023524.0368962,4685888.1252687
15302,1222,"Estrada de Benfica, 537",Benfica,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,26/10/2020,-1023688.4511379,4685925.6693170
15303,1223,Rua Afonso Lopes Vieira,Alvalade,Via,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,10/09/2020,-1018495.5958815,4686598.0724022
15304,1224,"Alameda Padre Álvaro Proença, 2A",Benfica,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,26/10/2020,-1024304.5811485,4685775.9902990
15305,1225,"Rua Laura Ayres, 4",Carnide,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,26/10/2020,-1022294.2700479,4688076.5762875
15306,1226,"Rua Conselheiro Martins de Carvalho, 1",Belém,Passeio,BICICLETA,Sheffield estreito,5,10,Não,Público,Partilhado com Micromobilidade,,-1024439.6182529,4679778.6532832
15307,1227,"Avenida Professor Aníbal de Bettencourt, ISCTE (Edifício II)",Alvalade,Passeio,BICICLETA,Cascata,2,20,Não,Público,Partilhado com Micromobilidade,,-1018926.0753177,4685866.7962385
15308,1229,"Rua da Junqueira, 297",Belém,Passeio,BICICLETA,Onda,2,10,Não,Privado,Interdito Micromobilidade,,-1023710.1372472,4678391.1849352
15309,1231,"Praça de Goa, 3-3B",Belém,Passeio,BICICLETA,Sheffield standard,6,12,Não,Privado,Interdito Micromobilidade,26/11/2020,-1026140.7127915,4678973.3563483
15310,1232,"Avenida Infante Dom Henrique, 319",Marvila,Passeio,BICICLETA,Sheffield estilizado,4,8,Não,Público,Partilhado com Micromobilidade,,-1013389.1550121,4686727.0721615
15311,2319,Avenida Dr. Francisco Luís Gomes,Olivais,Passeio,HOTSPOT,Desconhecido,0,10,Não,Público,Dedicado Micromobilidade,23/10/2023,-1013654.7539625,4689192.0439674
15312,2320,Rua Alferes Santos Sasso,Olivais,Passeio,HOTSPOT,Desconhecido,0,10,Não,Público,Dedicado Micromobilidade,23/10/2023,-1014297.8414177,4688727.1215783
15313,2539,Rua Mário Sampaio Ribeiro,Lumiar,Passeio,BICICLETA,Sheffield standard,4,8,Não,Privado,Interdito Micromobilidade,01/09/2025,-1019862.6875149,4688609.8933038
15314,1233,"Avenida Infante Dom Henrique, Lote 17-18",Olivais,Via,BICICLETA,Entorta rodas,6,6,Não,Privado,Interdito Micromobilidade,,-1013461.3271837,4686901.9436045
15315,1234,Campus de Benfica do Instituto Politécnico de Lisboa,Benfica,Passeio,BICICLETA,Entorta rodas,1,5,Não,Privado,Interdito Micromobilidade,,-1023658.4161575,4685437.9681417
15316,1235,Eixo Central,Lumiar,Passeio,BICICLETA,Onda,2,10,Não,Público,Partilhado com Micromobilidade,18/05/2013,-1018466.0971862,4688584.3860295
15317,1236,Eixo Central,Lumiar,Passeio,BICICLETA,Onda,2,10,Não,Público,Partilhado com Micromobilidade,18/05/2013,-1018465.4102801,4688560.5740738
15318,1237,"Rua João Saraiva, 24",Alvalade,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,24/07/2020,-1017725.6085231,4686882.1540686
15319,1238,"Avenida Maria Helena Vieira da Silva, 39",Lumiar,Passeio,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,09/09/2020,-1018619.4216511,4688377.0519269
15320,1239,Rua de Moscavide ao Parque das Nações,Parque das Nações,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,26/10/2020,-1012794.4444479,4689935.8557384
15321,1240,"Rua Hermínio da Palma Inácio, Lote 29.02",Santa Clara,Passeio,BICICLETA,Entorta rodas,1,6,Sim,Privado,Interdito Micromobilidade,,-1018110.2348184,4691429.9688241
15322,1241,"Rua Princípe do Mónaco, Escola",Parque das Nações,Passeio,BICICLETA,Cascata,1,8,Não,Privado,Interdito Micromobilidade,,-1012694.6681750,4691026.9755108
15323,1242,"Rua Conselheiro Emídio Navarro, ISEL",Marvila,Passeio,BICICLETA,Cascata,4,8,Não,Privado,Interdito Micromobilidade,,-1014870.3997805,4686913.6099125
15324,1243,"Rua Conselheiro Emídio Navarro, ISEL",Marvila,Passeio,BICICLETA,Entorta rodas,2,10,Sim,Privado,Interdito Micromobilidade,,-1014969.5583158,4686927.6452763
15325,1244,"Avenida António Augusto de Aguiar, 167",Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,,-1019137.2953852,4683861.2020212
15326,1245,Avenida Columbano Bordalo Pinheiro,Campolide,Passeio,BICICLETA,Sheffield standard,12,24,Não,Público,Partilhado com Micromobilidade,12/11/2020,-1019657.6517437,4684203.3125138
15327,634,"Avenida Marquês de Tomar, 56",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,29/04/2019,-1018504.4494820,4684053.9727591
15328,636,"Avenida da República, 44",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,29/04/2019,-1018123.8925843,4684370.3048245
15329,637,"Avenida da República, 36",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,29/04/2019,-1018094.9602965,4684217.5782706
15330,638,"Avenida da República, 28A",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,29/04/2019,-1018068.0765084,4684077.2162265
15331,639,"Avenida da República, 56D",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,29/04/2019,-1018164.3936379,4684652.6648115
15332,640,"Avenida dos Defensores de Chaves, 99",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,29/04/2019,-1018006.0310114,4684690.1623628
15333,545,"Alameda dos Oceanos, 2.14.01",Parque das Nações,Passeio,BICICLETA,Cascata,1,10,Não,Público,Partilhado com Micromobilidade,,-1012503.8464374,4689006.0953208
15334,546,Alameda dos Oceanos,Parque das Nações,Passeio,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,,-1012568.2429585,4687705.9924937
15335,548,"Rua Bernardo Lima, 35B",Santo António,Via,BICICLETA,Sheffield standard,3,12,Não,Público,Partilhado com Micromobilidade,,-1018033.4957759,4682686.9763018
15336,552,"Avenida Guerra Junqueiro, 13",Areeiro,Via,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,04/10/2018,-1016969.4936290,4684327.0356966
15337,553,"Avenida Guerra Junqueiro, 24",Areeiro,Via,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,04/10/2018,-1017010.6215080,4684395.9176648
15338,554,"Avenida Guerra Junqueiro, 26",Areeiro,Via,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,04/10/2018,-1017027.3572063,4684418.0896022
15339,555,"Avenida Guerra Junqueiro, 23D",,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
0,0,,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
15340,556,Avenida Rovisco Pais,Junto à ciclovia,Areeiro,Passeio,BICICLETA,0,1,Não,0,Público,,3.0000000,-1017301.8912227
15341,558,"Campo Grande, 376",Alvalade,Passeio,BICICLETA,Sheffield estreito,5,10,Não,Público,Partilhado com Micromobilidade,,-1018943.1167941,4687042.8308275
15342,559,Campo Grande,Alvalade,Passeio,BICICLETA,Entorta rodas,2,35,Não,Privado,Interdito Micromobilidade,,-1018666.7905341,4686282.7816722
15343,560,"Avenida Duque d' Ávila, 42",Avenidas Novas,Passeio,BICICLETA,Onda,1,5,Não,Público,Partilhado com Micromobilidade,,-1018188.1506903,4683802.9675087
15344,561,"Avenida Duque d' Ávila, 56",Avenidas Novas,Passeio,BICICLETA,Onda,1,5,Não,Público,Partilhado com Micromobilidade,,-1018341.1285341,4683797.3863764
15345,2089,"Rua Alfredo da Silva, 12",Ajuda,Passeio,HOTSPOT,Desconhecido,0,10,Não,Público,Dedicado Micromobilidade,17/04/2023,-1023513.6233583,4679038.7770266
15346,2090,"Rua do Meio à Ajuda, 30",Ajuda,Passeio,HOTSPOT,Desconhecido,0,10,Não,Público,Dedicado Micromobilidade,17/04/2023,-1024180.1130767,4679579.7255064
15347,562,"Avenida Duque d' Ávila, 30",Avenidas Novas,Passeio,BICICLETA,Onda,1,5,Não,Público,Partilhado com Micromobilidade,,-1017951.3543375,4683810.1923237
15348,563,Avenida Duque d' Ávila,Avenidas Novas,Passeio,BICICLETA,Sheffield estreito,3,6,Não,Público,Partilhado com Micromobilidade,,-1017748.1825883,4683831.7989194
15349,564,"Avenida Rovisco Pais, 4",Areeiro,Passeio,BICICLETA,Onda,1,5,Não,Público,Partilhado com Micromobilidade,,-1017411.1430799,4683831.8790696
15350,565,Rua Febo Moniz,Arroios,Passeio,BICICLETA,Sheffield estreito,3,6,Não,Público,Partilhado com Micromobilidade,,-1016924.1650695,4682560.9010229
15351,566,"Rua dos Anjos, 63",Arroios,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,,-1017029.5578114,4682337.2377193
15352,567,"Largo do Intendente Pina Manique, 36",Arroios,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,,-1016879.3484601,4681805.2896297
15353,568,Rua António Pedro,Arroios,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,,-1016922.7078403,4683606.4068123
15354,569,"Rua dos Heróis de Quionga, 17",Arroios,Passeio,BICICLETA,Sheffield standard,2,4,Não,Público,Partilhado com Micromobilidade,,-1016645.9654736,4683232.7787251
15355,570,"Rua Maria, 73",Arroios,Via,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,,-1016698.0424212,4682330.2268557
15356,571,"Rua Maria, 38",Arroios,Passeio,BICICLETA,Sheffield standard,2,4,Não,Público,Partilhado com Micromobilidade,,-1016704.5801257,4682109.2425271
15357,572,"Rua Angelina Vidal, 73",Arroios,Passeio,BICICLETA,Sheffield standard,1,2,Não,Privado,Interdito Micromobilidade,,-1016552.9563798,4682147.3359564
15358,574,Praça do Império,Belém,Passeio,HOTSPOT,Sheffield standard,4,9,Não,Público,Partilhado com Micromobilidade,10/03/2018,-1024945.9372092,4678175.0965946
15359,575,Avenida de Brasília,Belém,Via,HOTSPOT,Sheffield standard,4,13,Não,Público,Partilhado com Micromobilidade,28/01/2018,-1022783.5198946,4678336.3045314
15360,576,"Praça do Duque da Terceira, 2",Misericórdia,Passeio,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,15/02/2019,-1017885.6224639,4679735.0725988
15361,577,Cais do Sodré,Misericórdia,Passeio,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,15/02/2019,-1017867.1395392,4679546.5337686
15362,578,Cais do Sodré,Misericórdia,Passeio,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,15/02/2019,-1017847.1476539,4679547.1032642
15363,580,"Avenida Almirante Reis, 19D",Arroios,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,01/07/2019,-1016951.6059079,4681923.7277604
15364,581,Rua Febo Moniz,Arroios,Passeio,HOTSPOT,Sheffield standard,6,17,Não,Público,Partilhado com Micromobilidade,30/01/2019,-1016931.4560244,4682568.1522671
15365,582,"Avenida da República, 11",Avenidas Novas,Passeio,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,02/12/2019,-1018055.6140359,4683787.6775436
15366,585,"Avenida António Serpa, 1",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,2,4,Não,Público,Partilhado com Micromobilidade,13/02/2019,-1018305.6097688,4684952.1537129
15367,586,"Avenida António Serpa, 1",Avenidas Novas,Passeio,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,13/02/2019,-1018296.8091848,4684955.3272817
15368,587,Avenida Duque d' Ávila,Avenidas Novas,Passeio,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,13/02/2019,-1017769.9351674,4683832.6897056
15369,588,"Avenida de Roma, 6D",Areeiro,Passeio,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,13/02/2019,-1017241.8781844,4684817.5700640
15370,589,"Avenida de Roma, 58",Alvalade,Passeio,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,13/02/2019,-1017617.6966544,4685731.2757923
15371,590,"Praça de Alvalade, 12",Alvalade,Passeio,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,,0.0000000,0.0000000
0,0,,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
15372,591,Campo Pequeno,Avenidas Novas,Passeio,BICICLETA,Sheffield estreito,3,6,Não,Público,Partilhado com Micromobilidade,,-1018033.1781227,4684988.9382484
15373,596,Avenida 5 de Outubro,Último lugar de estacionamento longitudinal (junto aos edifícios/café),Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,0,2,Não,,Público,DEPM,6.0000000,-1018237.3668010
15374,597,"Rua Filipe Folque, 32",Avenidas Novas,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,Público,Partilhado com Micromobilidade,05/10/2019,-1018411.0499462,4683611.0741760
15375,598,"Rua Jau, Escola",Alcântara,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,29/01/2019,-1022839.4921454,4679118.7054329
15376,599,"Avenida de Brasília, Museu",Estrela,Via,BICICLETA,Borboleta,1,6,Não,Público,Partilhado com Micromobilidade,,-1020955.9552108,4679211.3127037
15377,602,"Avenida Duque d'Ávila, 2C",Areeiro,Passeio,BICICLETA,Onda,1,5,Não,Público,Partilhado com Micromobilidade,,-1017568.1620296,4683823.2810556
15378,603,"Rua António Enes, 23",Avenidas Novas,Passeio,BICICLETA,Onda,1,4,Não,Público,Partilhado com Micromobilidade,,-1018509.8869375,4683756.7061975
