OBJECTID,COD_SIG_ESTACIONAMENTO,MORADA,FREGUESIA,LOCALIZACAO,TIPO_ESTACIONAMENTO,MODELO,NUM_SUPORTES,CAPACIDADE,COBERTO,DOMINIALIDADE,ESTACIONAMENTO_ESTADO,DATA_INSTALACAO,x,y
14698,2,"Avenida Almirante Reis, Igreja",Arroios,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,01/09/2019,-1016908.1247168,4682266.7546723
14699,3,"Rua da Palma, 270",Santa Maria Maior,Via,BICICLETA,Sheffield standard,2,4,Não,Público,Partilhado com Micromobilidade,01/09/2019,-1016971.1376860,4681506.9657451
14700,4,Avenida Infante Dom Henrique,Marvila,Passeio,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,02/07/2020,-1013115.1327600,4685152.0624146
14701,5,Rua Cintura do Porto de Lisboa,Marvila,Passeio,BICICLETA,Sheffield standard,8,16,Não,Público,Partilhado com Micromobilidade,02/07/2020,-1012803.9525039,4684936.8861312
14702,6,Rua Cintura do Porto de Lisboa,Marvila,Passeio,BICICLETA,Sheffield standard,8,16,Não,Público,Partilhado com Micromobilidade,02/07/2020,-1012739.9978591,4684978.6012956
14703,7,Rua Cintura do Porto de Lisboa,Marvila,Passeio,BICICLETA,Sheffield standard,8,16,Não,Público,Partilhado com Micromobilidade,02/07/2020,-1012716.0580192,4685105.2602868
14704,8,Rua Francisco Stromp,Lumiar,Passeio,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,,-1019410.7069103,4687857.8059707
14721,9,Parque da Quinta das Conchas e dos Lilases,Lumiar,Passeio,BICICLETA,Onda,1,5,Não,Público,Interdito Micromobilidade,,-1019257.6121471,4688891.5645012
14722,10,"Alameda das Linhas de Torres, 262",Lumiar,Passeio,BICICLETA,Sheffield standard,10,20,Não,Público,Partilhado com Micromobilidade,,-1019843.0135751,4689273.8527506
14723,11,"Alameda das Linhas de Torres, 250",Lumiar,Passeio,BICICLETA,Sheffield standard,10,20,Não,Público,Partilhado com Micromobilidade,,-1019777.1127550,4689154.4724133
14724,12,"Avenida Gomes Pereira, 15",Benfica,Passeio,BICICLETA,Entorta rodas,1,5,Não,Privado,Interdito Micromobilidade,,-1023866.9871138,4685704.4236605
14725,13,Rua Maria Pia,Campo de Ourique,Passeio,BICICLETA,Onda,1,5,Não,Privado,Interdito Micromobilidade,,-1020870.6810538,4681382.4075185
14726,14,Rua Tomás Ribeiro,Avenidas Novas,Passeio,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,12/03/2018,-1018241.3229881,4683211.2673434
14727,15,Rua da Venezuela,Benfica,Passeio,BICICLETA,Sheffield estreito,5,10,Não,Público,Partilhado com Micromobilidade,,-1024092.1766236,4685159.5013968
14728,16,"Rua Engº Paulo de Barros, 30",,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
0,0,,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
14729,17,Rua Tomás de Figueiredo,"Em frente ao restaurante ""Os Cunhados""",Benfica,Lugar estacionamento automóvel,BICICLETA,0,6,Não,,Público,,0.0000000,-1024938.4818251
14730,18,"Estrada de Benfica, 701",Benfica,Passeio,BICICLETA,Entorta rodas,2,6,Não,Público,Partilhado com Micromobilidade,,-1024226.1732053,4685967.9773011
14731,19,"Estrada de Benfica, 422",São Domingos de Benfica,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,,-1022905.2782915,4685554.5208529
14732,20,"Estrada de Benfica, 463",São Domingos de Benfica,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,,-1022903.3580203,4685475.9628761
14733,21,Rua Paulo Renato,Benfica,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,,-1023076.4677393,4685705.3597802
14734,23,Rua Paulo Renato,Benfica,Via,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,,-1023012.3424308,4685631.0943925
14735,24,Alameda Manuel Ricardo Espírito Santo,São Domingos de Benfica,Via,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,,-1022949.6439091,4685614.4726643
14736,25,"Rua do Seminário, Escola",Carnide,Passeio,BICICLETA,Sheffield estreito,4,8,Não,Público,Partilhado com Micromobilidade,,-1022013.3732209,4687376.3635848
14737,26,"Rua João de Oliveira Miguens, 60",Estrela,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,,-1021236.0728599,4679607.7823220
14738,27,"Rua João de Oliveira Miguens, 38",Estrela,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,,-1021252.6223219,4679544.3573060
14739,28,Jardim Aministia Internacional,Campolide,Passeio,BICICLETA,Sheffield standard,6,12,Não,Público,Partilhado com Micromobilidade,08/03/2018,-1020144.7736069,4683945.6834907
14740,29,Calçada dos Mestres,Campolide,Passeio,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,17/06/2018,-1020290.5825820,4682600.1303119
14741,30,Rua Freitas Gazul,Campo de Ourique,Passeio,BICICLETA,Sheffield estreito,3,6,Não,Privado,Interdito Micromobilidade,16/11/2018,-1020802.1464039,4681277.0899565
14742,32,"Avenida Álvares Cabral, 27",Campo de Ourique,Via,BICICLETA,Sheffield standard,2,4,Não,Público,Partilhado com Micromobilidade,08/03/2018,-1019282.2154589,4681505.5185397
14743,33,"Avenida Álvares Cabral, 102",Campo de Ourique,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,16/11/2018,-1019440.6835320,4681230.3475593
14744,34,Rua Carlos Alberto da Mota Pinto,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
0,0,,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
14745,35,Rua Latino Coelho,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
0,0,,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
14746,36,Rua Latino Coelho,Em frente ao Café,Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,0,4,Não,3,Público,DEPM,95308.0000000,-1018622.1727004
14747,37,"Rua Mário Cesariny, 5",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,26/08/2018,-1018918.1163586,4685428.5659989
14748,38,"Rua Castilho, 237",,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
0,0,,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
14749,39,Rua Rodrigo da Fonseca,Escola Secundária Maria Amália Vaz de Carvalho,Avenidas Novas,Passeio,BICICLETA,0,3,Não,0,Público,DEPM,7.0000000,-1019327.1941004
14750,40,"Rua Tomás Ribeiro, 97B",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,01/08/2019,-1018519.5531161,4683320.5677169
14751,41,Avenida Marquês de Tomar,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
0,0,,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
14752,42,Avenida António Augusto de Aguiar,Avenidas Novas,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,20/11/2018,-1018583.5501770,4683043.5231469
14753,43,Avenida João Crisóstomo,Avenidas Novas,Passeio,BICICLETA,Sheffield standard,4,8,Não,Privado,Interdito Micromobilidade,01/08/2019,-1017690.4483943,4683968.4545845
14754,44,Avenida 5 de Outubro,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
0,0,,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
14755,45,Rua Cidade de Lobito,Olivais,Passeio,BICICLETA,Sheffield estreito,5,10,Não,Público,Partilhado com Micromobilidade,,-1014445.9351702,4687807.8124083
14756,46,Avenida 24 de Julho,Mercado da Ribeira,entre caldeira e candeeiro,Misericórdia,Passeio,0,0,Não,Não,0,Equipamento Comercial - Mercado,0.0000000,0.0000000
14757,47,Estrada do Barçal,Benfica,Passeio,BICICLETA,Onda,1,5,Sim,Público,Partilhado com Micromobilidade,,-1022667.5601907,4684476.0001671
14758,48,Avenida Professor Egas Moniz,Alvalade,Passeio,BICICLETA,Desconhecido,7,14,Não,Público,Partilhado com Micromobilidade,,-1019768.8319918,4686482.4244723
14759,49,"Campo Grande, 9",Alvalade,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,,-1018529.2374867,4685783.3031251
14760,50,Praça do Marquês de Pombal,Avenidas Novas,Passeio,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,,-1018677.4997912,4682500.4781443
14761,51,Praça do Marquês de Pombal,Avenidas Novas,Passeio,HOTSPOT,Sheffield standard,4,13,Não,Público,Partilhado com Micromobilidade,16/03/2019,-1018626.0370470,4682532.6800324
14762,52,"Rua Andrade Corvo, 27",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,,-1018282.5464111,4683079.2886298
14763,53,"Rua Martens Ferrão, 24",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,,-1018342.1533758,4682956.1910209
14764,54,"Avenida da República, 3",Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,,-1018035.2591876,4683691.1692191
14765,56,"Avenida Marquês de Tomar, Igreja",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,15/11/2018,-1018608.5301076,4684405.5135394
14766,57,"Avenida 5 de Outubro, 184",,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
0,0,,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
14767,58,Rua Diogo de Macedo,Escola EB1/JI Mestre Arnaldo Louro De Almeida,Avenidas Novas,Passeio,BICICLETA,0,4,Não,0,Público,DEPM,0.0000000,-1019303.9468536
14768,59,Rua Padre Abel Varzim,Parque das Nações,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,14/11/2018,-1013490.6179982,4689121.7813851
14769,60,"Rua Mário Botas ao Parque das Nações, 1",,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
0,0,,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
14770,61,Praça do Tejo,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
0,0,,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
14771,62,Praça Mar da Palha,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
0,0,,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
14772,63,Via do Oriente,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
0,0,,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
14773,64,Via do Oriente,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
0,0,,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
14774,65,Alameda dos Oceanos,Parque das Nações,Passeio,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,15/11/2018,-1012516.5620135,4689712.8477828
14775,66,Rua João Pinto Ribeiro,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
0,0,,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
14776,67,Rua Padre Joaquim Alves Correia,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
0,0,,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
14777,70,Rua do Rio Zêzere,entrada,Carnide,,BICICLETA,0,0,Não,,Público,,81.0000000,-1022232.8235110
14778,72,"Avenida Cidade de Lourenço Marques, Mercado",Olivais,Passeio,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,,-1015157.8252962,4688040.2395726
14779,73,Estrada do Barçal,São Domingos de Benfica,Passeio,BICICLETA,Sheffield estilizado,5,10,Não,Público,Partilhado com Micromobilidade,,-1022991.2227557,4684998.3040667
14780,2084,"Alameda das Linhas de Torres, 234",Lumiar,Passeio,BICICLETA,Sheffield standard,2,4,Não,Público,Partilhado com Micromobilidade,22/03/2023,-1019749.9675646,4689048.3166477
14781,2085,Avenida da Universidade Técnica,Ajuda,Passeio,HOTSPOT,Desconhecido,0,10,Não,Público,Dedicado Micromobilidade,17/04/2023,-1023574.7489534,4680766.7807415
14782,75,Doca do Bom Sucesso,Belém,Passeio,BICICLETA,Entorta rodas,1,3,Não,Público,Partilhado com Micromobilidade,,-1025304.4220864,4677763.7022194
14783,76,Avenida Professor Gama Pinto,Alvalade,Passeio,BICICLETA,Onda,2,10,Não,Público,Partilhado com Micromobilidade,,-1019656.9175967,4686322.4853080
14784,77,"Avenida da Liberdade, 1",Santo António,Passeio,BICICLETA,Onda,1,5,Não,Público,Partilhado com Micromobilidade,,-1017742.3670730,4681107.4820682
14786,79,Praça D. Pedro IV,Santa Maria Maior,Passeio,BICICLETA,Sheffield estreito,2,4,Não,Público,Interdito Micromobilidade,,-1017376.7369265,4680643.0837674
14787,80,Estrada do Alvito,Alcântara,Passeio,BICICLETA,Sheffield estilizado,2,20,Não,Público,Partilhado com Micromobilidade,,-1022569.6288331,4681592.9211265
14788,81,Avenida de Brasília,Estrela,Via,BICICLETA,Entorta rodas,1,3,Não,Público,Partilhado com Micromobilidade,,-1018925.4040379,4679663.7376322
14789,82,Rua Cintura do Porto de Lisboa,Estrela,Via,BICICLETA,Entorta rodas,1,5,Não,Público,Partilhado com Micromobilidade,,-1018838.7563034,4679636.1484038
14790,83,Cais do Gás,Misericórdia,Passeio,BICICLETA,Entorta rodas,1,10,Não,Público,Partilhado com Micromobilidade,,-1018190.1291439,4679493.4499107
14791,84,"Avenida da República, 25",Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,,-1018089.0890569,4683965.0479978
14792,85,"Via do Oriente, 2F-2G",Parque das Nações,Passeio,BICICLETA,Entorta rodas,5,5,Não,Público,Partilhado com Micromobilidade,,-1012944.2943715,4691333.6888526
14793,86,"Passeio do Levante, 6",Parque das Nações,Passeio,BICICLETA,Cascata,1,8,Não,Público,Partilhado com Micromobilidade,,-1012617.8581959,4690922.7619071
14794,87,Rua Padre Francisco,Campo de Ourique,Passeio,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,18/06/2018,-1020469.6527808,4681035.7040188
14795,88,"Avenida 5 de Outubro, 260",Alvalade,Passeio,BICICLETA,Onda,1,5,Não,Público,Partilhado com Micromobilidade,,-1018647.5871577,4685841.6860918
14797,90,Metro Campo Grande,Lumiar,Passeio,BICICLETA,Grelha,1,6,Não,Público,Interdito Micromobilidade,,-1019450.4328149,4687341.0727081
14798,92,Alameda das Comunidades Portuguesas,Olivais,Passeio,BICICLETA,Entorta rodas,10,40,Sim,Público,Partilhado com Micromobilidade,,-1016193.1905987,4688513.7334162
14799,93,"Avenida da Liberdade, 175",Santo António,Passeio,BICICLETA,Sheffield estreito,3,6,Não,Público,Partilhado com Micromobilidade,,0.0000000,0.0000000
0,0,,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
14800,95,Campo Grande,cruzamento com Rua Ernesto de Vasconcelos,Alvalade,Passeio,BICICLETA,0,2,Não,0,Público,DEPM,0.0000000,-1019171.0064320
14801,96,Praça de Dom Luís I,Misericórdia,Passeio,BICICLETA,Sheffield standard,3,3,Não,Público,Partilhado com Micromobilidade,,-1018153.6696194,4679748.8406678
14802,97,Avenida 24 de Julho,Misericórdia,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,,-1017993.7093945,4679674.4611736
14803,98,"Rua do Instituto Industrial, 7B",Misericórdia,Passeio,BICICLETA,Sheffield standard,8,16,Não,Público,Partilhado com Micromobilidade,,-1018634.3004500,4679916.2005648
14804,99,"Rua do Instituto Industrial, 7",Misericórdia,Passeio,BICICLETA,Sheffield standard,8,16,Não,Público,Partilhado com Micromobilidade,,-1018639.0485736,4679978.0260183
14805,100,"Avenida Dom Carlos I, 4B",Misericórdia,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,,-1018842.8350734,4679790.1152401
14806,101,Avenida 24 de Julho,Misericórdia,Passeio,BICICLETA,Sheffield standard,6,12,Não,Público,Partilhado com Micromobilidade,,-1018824.8001268,4679751.5586404
14807,103,"Avenida 5 de Outubro, 168",,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
0,0,,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
14808,104,Avenida Álvaro Pais,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
0,0,,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
14809,105,Largo do Nautilus,nas traseiras do Teatro Camões,Parque das Nações,Passeio,BICICLETA,0,10,Não,0,Público,DEPM,8.0000000,-1012341.2379575
14810,106,"Passeio do Adamastor, 18",Parque das Nações,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,13/11/2018,-1012529.7498222,4687174.0768533
14811,107,Passeio do Adamastor,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
0,0,,,,,Desconhecido,0,0,Não,,,,0.0000000,0.0000000
14812,108,Passeio de Neptuno,Parque das Nações,Passeio,BICICLETA,Sheffield standard,16,32,Não,Público,Partilhado com Micromobilidade,13/11/2018,-1012400.5147888,4686570.8690295
14813,109,Praça do Norte,Mercado da Encarnação Norte,dentro do pátio,Olivais,Passeio,0,0,Não,Não,,Equipamento Comercial - Mercado,0.0000000,0.0000000
14814,110,Largo da Luz,Carnide,Passeio,BICICLETA,Sheffield estreito,4,8,Não,Público,Partilhado com Micromobilidade,,-1022334.8411899,4687423.8239014
14815,111,"Avenida do Rio de Janeiro, Mercado",Alvalade,Passeio,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,23/02/2023,-1017459.0048678,4686796.4618503
14816,112,"Rua Prista Monteiro, Escola",Carnide,Passeio,BICICLETA,Onda,1,5,Não,Público,Partilhado com Micromobilidade,,-1022121.0597088,4688235.6891033
14817,113,Rua Dr. Nicolau de Bettencourt,Avenidas Novas,Passeio,BICICLETA,Onda,1,5,Não,Público,Partilhado com Micromobilidade,,-1019074.5807307,4683904.5482520
14818,114,Praça do Império,Belém,Passeio,BICICLETA,Onda,1,5,Não,Público,Partilhado com Micromobilidade,,-1024954.1228583,4678199.3220484
14819,116,"Avenida do Colégio Militar, 23A",Benfica,Passeio,BICICLETA,Onda,1,5,Não,Público,Partilhado com Micromobilidade,,-1023086.1627998,4686121.9446704
14820,117,"Largo da Madre de Deus, Polidesportivo",Beato,Passeio,BICICLETA,Borboleta,1,7,Não,Público,Partilhado com Micromobilidade,,-1014743.5910976,4683357.8712907
14821,118,"Avenida da Igreja, 21",Alvalade,Passeio,BICICLETA,Sheffield estreito,3,6,Não,Público,Partilhado com Micromobilidade,,-1017679.2754739,4686447.5854132
14822,120,"Avenida 24 de Julho, 3",Misericórdia,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,,-1018421.7383198,4679739.7376572
14823,121,"Avenida da República, 37",Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,,-1018117.1619811,4684114.7319827
14824,123,"Avenida da República, 67",Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,,-1018196.1585914,4684550.5888745
14825,124,"Avenida da República, 57",Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,,-1018169.2908520,4684418.2325663
14826,125,"Avenida da República, 77",Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,,-1018226.3235475,4684705.3599849
14827,126,"Avenida Duque d' Ávila, 122",Avenidas Novas,Passeio,BICICLETA,Sheffield estreito,3,6,Não,Público,Partilhado com Micromobilidade,,-1018764.1020373,4683785.7588619
14828,127,"Avenida António Augusto de Aguiar, 29",Avenidas Novas,Passeio,BICICLETA,Sheffield estreito,3,6,Não,Público,Partilhado com Micromobilidade,,-1018833.9938533,4683384.0530440
14829,128,Rua de Moscavide ao Parque das Nações,Parque das Nações,Passeio,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,15/11/2018,-1012900.9325661,4689884.3569438
14830,129,"Avenida António Serpa, 38",Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,3,6,Não,Público,Partilhado com Micromobilidade,08/11/2018,-1018456.3095965,4684941.7860086
14831,130,"Avenida Visconde de Valmor, 63A",Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,08/11/2018,-1018563.1927158,4684162.0031906
14832,131,"Rua Pinheiro Chagas, 47",Avenidas Novas,Via,BICICLETA,Sheffield standard,2,4,Não,Público,Partilhado com Micromobilidade,08/11/2018,-1018567.0749438,4683640.8921748
14833,132,"Rua Pinheiro Chagas, 47B",Avenidas Novas,Via,BICICLETA,Sheffield standard,2,4,Não,Público,Partilhado com Micromobilidade,08/11/2018,-1018577.4259646,4683646.5160219
14834,134,Jardim Adão Barata,Carnide,,BICICLETA,Desconhecido,0,6,Não,Público,Partilhado com Micromobilidade,,-1023473.8401370,4687115.8728022
14835,136,Praça dos Restauradores,Santa Maria Maior,Passeio,BICICLETA,Sheffield estreito,3,6,Não,Público,Partilhado com Micromobilidade,,-1017631.1266316,4680944.6593043
14836,137,Avenida Prof. Franscisco da Gama Caeiro,Carnide,Passeio,BICICLETA,Onda,1,5,Não,Público,Partilhado com Micromobilidade,,-1022822.4083276,4688687.2107100
14837,138,Rua da Cintura do Porto de Lisboa,Misericórdia,Passeio,BICICLETA,Sheffield standard,6,12,Sim,Público,Interdito Micromobilidade,,-1018021.1623394,4679579.9009355
14838,139,Rua Professor Lima Basto,São Domingos de Benfica,Passeio,BICICLETA,Onda,2,10,Não,Público,Partilhado com Micromobilidade,,-1020450.2429698,4684549.3760078
14839,140,Largo dos Caminhos de Ferro,São Vicente,Passeio,BICICLETA,Sheffield estreito,5,10,Não,Privado,Interdito Micromobilidade,,-1015610.6329185,4680735.9194860
14840,142,Campus de Campolide,Campolide,Passeio,BICICLETA,Sheffield standard,13,26,Não,Privado,Interdito Micromobilidade,,-1019730.8618646,4683719.0022678
14841,143,"Rua Dom Luís I, 43",Misericórdia,Passeio,BICICLETA,Sheffield estreito,2,4,Não,Público,Partilhado com Micromobilidade,,-1018848.9211913,4679856.3724221
14842,144,Rua Dr. Eduardo Neves,Avenidas Novas,Passeio,BICICLETA,Sheffield estreito,3,6,Sim,Público,Partilhado com Micromobilidade,,-1018441.5445594,4685086.2919903
14843,145,"Rua Abranches Ferrão, 9",São Domingos de Benfica,Passeio,BICICLETA,Sheffield estreito,3,6,Não,Público,Partilhado com Micromobilidade,,-1021014.6955615,4686027.2376956
14844,2086,"Rua Nova do Calhariz, 46",Ajuda,Passeio,HOTSPOT,Desconhecido,0,10,Não,Público,Dedicado Micromobilidade,17/04/2023,-1023867.3068835,4679068.7426225
14845,147,Avenida Frei Miguel Contreiras,Alvalade,Passeio,BICICLETA,Onda,1,5,Não,Público,Partilhado com Micromobilidade,,-1016586.6375393,4685366.7354728
14846,148,Metro Campo Grande,Lumiar,Passeio,BICICLETA,Sheffield estreito,6,12,Não,Público,Partilhado com Micromobilidade,,-1019450.0962916,4687419.6546332
14847,150,Rua Dr. Eduardo Neves,Avenidas Novas,Passeio,BICICLETA,Sheffield standard,5,10,Sim,Público,Partilhado com Micromobilidade,,-1018394.4401596,4685111.6735190
14848,151,Avenida da República,Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Sim,Público,Partilhado com Micromobilidade,,-1018313.5837065,4685152.3741252
14849,152,"Campo Grande, 27",Alvalade,Via,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,,-1018574.6065348,4685892.5987111
14850,153,"Avenida Brasília, DGRM",Belém,Passeio,BICICLETA,Grelha,5,10,Não,Público,Partilhado com Micromobilidade,,-1026956.7080781,4678240.4353901
14851,154,Praça Afonso de Albuquerque,Belém,Passeio,BICICLETA,Entorta rodas,1,10,Não,Público,Partilhado com Micromobilidade,,-1024073.6281460,4678387.4038200
14852,155,Estrada de Montes Claros,Ajuda,Via,BICICLETA,Grelha,1,4,Não,Público,Partilhado com Micromobilidade,,-1024313.9139299,4681337.6474317
14853,156,Jardim Fernando Pessa,Areeiro,Passeio,BICICLETA,Onda,1,5,Não,Privado,Interdito Micromobilidade,,-1017246.3484820,4684977.4458619
14854,157,Avenida da Peregrinação,Parque das Nações,Passeio,BICICLETA,Cascata,1,6,Não,Público,Partilhado com Micromobilidade,,-1012531.6645283,4690530.3509830
14855,158,Avenida Aquilino Ribeiro Machado,Parque das Nações,Passeio,BICICLETA,Cascata,1,12,Sim,Público,Partilhado com Micromobilidade,,-1012894.9824309,4688596.6751657
14856,159,Avenida Aquilino Ribeiro Machado,Parque das Nações,Passeio,BICICLETA,Cascata,1,12,Sim,Público,Partilhado com Micromobilidade,,-1012922.6425904,4688596.5534890
14857,160,Avenida de Berlim,Parque das Nações,Passeio,BICICLETA,Cascata,1,12,Sim,Público,Partilhado com Micromobilidade,,-1012880.4686091,4688342.0421559
14858,161,Avenida de Berlim,Parque das Nações,Passeio,BICICLETA,Cascata,1,20,Sim,Público,Partilhado com Micromobilidade,,-1012910.7041643,4688344.4753935
14859,162,Avenida de Berlim,Parque das Nações,Passeio,BICICLETA,Cascata,1,12,Sim,Público,Partilhado com Micromobilidade,,-1012936.8137868,4688346.0042029
14860,163,Alameda dos Oceanos,Parque das Nações,Passeio,BICICLETA,Cascata,1,8,Não,Público,Partilhado com Micromobilidade,,-1012572.2216008,4688281.2530479
14861,164,Rua do Pólo Sul,Parque das Nações,Passeio,BICICLETA,Sheffield standard,7,14,Não,Público,Partilhado com Micromobilidade,,-1012675.1556149,4688047.2781692
14862,165,"Boqueirão do Duro, 46",Misericórdia,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,,-1018737.9850289,4679999.6626107
14863,167,"Avenida Praia da Vitória, 35B",Arroios,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,,-1017833.0214782,4683628.9374430
14864,168,Rua de Pascoal de Melo,Arroios,Via,BICICLETA,Sheffield standard,4,8,Não,Público,Partilhado com Micromobilidade,,-1017131.0769736,4683259.5910068
14865,169,"Avenida Praia da Vitória, 1B",Arroios,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,Não,Público,Partilhado com Micromobilidade,,-1017643.2556987,4683664.0143536
14866,170,Passeio de Neptuno,Parque das Nações,Passeio,BICICLETA,Cascata,1,8,Não,Público,Partilhado com Micromobilidade,,-1012314.1102396,4686936.4273039
14867,171,Passeio de Neptuno,Parque das Nações,Passeio,BICICLETA,Cascata,1,8,Não,Público,Partilhado com Micromobilidade,,-1012336.2920375,4686806.8500337
14868,172,"Rua Gaivotas em Terra, Escola",Parque das Nações,Passeio,BICICLETA,Cascata,1,8,Não,Público,Partilhado com Micromobilidade,,-1012674.4811990,4686611.6802460
