objectid,cod_sig,morada,freguesia,localizacao,tipo_estacionamento,modelo,num_suportes,capacidade,coberto,dominialidade,estado,data_instalacao,lon,lat
14698,2,"Avenida Almirante Reis, Igreja",Arroios,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,09/01/2019,-9.1350411,38.7243718
14699,3,"Rua da Palma, 270",Santa Maria Maior,Via,BICICLETA,Sheffield standard,2,4,0,Público,Partilhado com Micromobilidade,09/01/2019,-9.1356072,38.7190468
14700,4,Avenida Infante Dom Henrique,Marvila,Passeio,BICICLETA,Sheffield standard,4,8,0,Público,Partilhado com Micromobilidade,07/02/2020,-9.1009681,38.7445902
14701,5,Rua Cintura do Porto de Lisboa,Marvila,Passeio,BICICLETA,Sheffield standard,8,16,0,Público,Partilhado com Micromobilidade,07/02/2020,-9.0981727,38.7430826
14702,6,Rua Cintura do Porto de Lisboa,Marvila,Passeio,BICICLETA,Sheffield standard,8,16,0,Público,Partilhado com Micromobilidade,07/02/2020,-9.0975982,38.7433748
14703,7,Rua Cintura do Porto de Lisboa,Marvila,Passeio,BICICLETA,Sheffield standard,8,16,0,Público,Partilhado com Micromobilidade,07/02/2020,-9.0973831,38.7442623
14704,8,Rua Francisco Stromp,Lumiar,Passeio,BICICLETA,Sheffield standard,5,10,0,Público,Partilhado com Micromobilidade,,-9.1575222,38.7635451
14721,9,Parque da Quinta das Conchas e dos Lilases,Lumiar,Passeio,BICICLETA,Onda,1,5,0,Público,Interdito Micromobilidade,,-9.1561469,38.7707857
14722,10,"Alameda das Linhas de Torres, 262",Lumiar,Passeio,BICICLETA,Sheffield standard,10,20,0,Público,Partilhado com Micromobilidade,,-9.1614057,38.7734631
14723,11,"Alameda das Linhas de Torres, 250",Lumiar,Passeio,BICICLETA,Sheffield standard,10,20,0,Público,Partilhado com Micromobilidade,,-9.1608137,38.7726270
14724,12,"Avenida Gomes Pereira, 15",Benfica,Passeio,BICICLETA,Entorta rodas,1,5,0,Privado,Interdito Micromobilidade,,-9.1975536,38.7484601
14725,13,Rua Maria Pia,Campo de Ourique,Passeio,BICICLETA,Onda,1,5,0,Privado,Interdito Micromobilidade,,-9.1706374,38.7181738
14726,14,Rua Tomás Ribeiro,Avenidas Novas,Passeio,BICICLETA,Sheffield standard,4,8,0,Público,Partilhado com Micromobilidade,03/12/2018,-9.1470174,38.7309910
14727,15,Rua da Venezuela,Benfica,Passeio,BICICLETA,Sheffield estreito,5,10,0,Público,Partilhado com Micromobilidade,,-9.1995765,38.7446423
14728,16,"Rua Engº Paulo de Barros, 30",Benfica,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,23/11/2018,-9.2069700,38.7477223
14729,17,"Rua Tomás de Figueiredo, 2",Benfica,Lugar estacionamento automóvel,BICICLETA,Sheffield estreito,6,12,0,Público,Partilhado com Micromobilidade,,-9.2071790,38.7479599
14730,18,"Estrada de Benfica, 701",Benfica,Passeio,BICICLETA,Entorta rodas,2,6,0,Público,Partilhado com Micromobilidade,,-9.2007803,38.7503065
14731,19,"Estrada de Benfica, 422",São Domingos de Benfica,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,,-9.1889145,38.7474099
14732,20,"Estrada de Benfica, 463",São Domingos de Benfica,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,,-9.1888972,38.7468595
14733,21,Rua Paulo Renato,Benfica,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,,-9.1904523,38.7484667
14734,23,Rua Paulo Renato,Benfica,Via,BICICLETA,Sheffield standard,5,10,0,Público,Partilhado com Micromobilidade,,-9.1898762,38.7479464
14735,24,Alameda Manuel Ricardo Espírito Santo,São Domingos de Benfica,Via,BICICLETA,Sheffield standard,5,10,0,Público,Partilhado com Micromobilidade,,-9.1893130,38.7478299
14736,25,"Rua do Seminário, Escola",Carnide,Passeio,BICICLETA,Sheffield estreito,4,8,0,Público,Partilhado com Micromobilidade,,-9.1809023,38.7601727
14737,26,"Rua João de Oliveira Miguens, 60",Estrela,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,,-9.1739197,38.7057344
14738,27,"Rua João de Oliveira Miguens, 38",Estrela,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,,-9.1740684,38.7052898
14739,28,Jardim Aministia Internacional,Campolide,Passeio,BICICLETA,Sheffield standard,6,12,0,Público,Partilhado com Micromobilidade,03/08/2018,-9.1641164,38.7361374
14740,29,Calçada dos Mestres,Campolide,Passeio,BICICLETA,Sheffield standard,4,8,0,Público,Partilhado com Micromobilidade,17/06/2018,-9.1654262,38.7267082
14741,30,Rua Freitas Gazul,Campo de Ourique,Passeio,BICICLETA,Sheffield estreito,3,6,0,Privado,Interdito Micromobilidade,16/11/2018,-9.1700217,38.7174356
14742,32,"Avenida Álvares Cabral, 27",Campo de Ourique,Via,BICICLETA,Sheffield standard,2,4,0,Público,Partilhado com Micromobilidade,03/08/2018,-9.1563679,38.7190366
14743,33,"Avenida Álvares Cabral, 102",Campo de Ourique,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,16/11/2018,-9.1577915,38.7171080
14744,34,Rua Carlos Alberto da Mota Pinto,Campo de Ourique,Passeio,BICICLETA,Sheffield standard,6,12,0,Público,Partilhado com Micromobilidade,28/11/2018,-9.1609696,38.7229078
14745,35,"Rua Latino Coelho, 46B",Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,9,18,0,Público,Partilhado com Micromobilidade,12/12/2018,-9.1509286,38.7334161
14746,36,"Rua Latino Coelho, 75",Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,0,Público,Partilhado com Micromobilidade,21/12/2018,-9.1504387,38.7331613
14747,37,"Rua Mário Cesariny, 5",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,4,8,0,Público,Partilhado com Micromobilidade,26/08/2018,-9.1530972,38.7465274
14748,38,"Rua Castilho, 237",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,20/11/2018,-9.1574993,38.7297715
14749,39,"Rua Rodrigo da Fonseca, 115",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,20/11/2018,-9.1567720,38.7267664
14750,40,"Rua Tomás Ribeiro, 97B",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,4,8,0,Público,Partilhado com Micromobilidade,08/01/2019,-9.1495168,38.7317569
14751,41,Avenida Marquês de Tomar,Avenidas Novas,Passeio,BICICLETA,Sheffield standard,4,8,0,Público,Partilhado com Micromobilidade,20/11/2018,-9.1488727,38.7352565
14752,42,Avenida António Augusto de Aguiar,Avenidas Novas,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,20/11/2018,-9.1500917,38.7298155
14753,43,Avenida João Crisóstomo,Avenidas Novas,Passeio,BICICLETA,Sheffield standard,4,8,0,Privado,Interdito Micromobilidade,08/01/2019,-9.1420688,38.7362969
14754,44,"Avenida 5 de Outubro, 77",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,20/11/2018,-9.1476772,38.7367393
14755,45,Rua Cidade de Lobito,Olivais,Passeio,BICICLETA,Sheffield estreito,5,10,0,Público,Partilhado com Micromobilidade,,-9.1129229,38.7631949
14756,46,"Avenida 24 de Julho, 49",Misericórdia,Passeio,BICICLETA,Sheffield standard,6,12,0,Público,Partilhado com Micromobilidade,04/07/2019,-9.1455067,38.7065778
14757,47,Estrada do Barçal,Benfica,Passeio,BICICLETA,Onda,1,5,1,Público,Partilhado com Micromobilidade,,-9.1867790,38.7398533
14758,48,Avenida Professor Egas Moniz,Alvalade,Passeio,BICICLETA,Desconhecido,7,14,0,Público,Partilhado com Micromobilidade,,-9.1607393,38.7539106
14759,49,"Campo Grande, 9",Alvalade,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,0,Público,Partilhado com Micromobilidade,,-9.1496038,38.7490127
14760,50,Praça do Marquês de Pombal,Avenidas Novas,Passeio,BICICLETA,Sheffield standard,5,10,0,Público,Partilhado com Micromobilidade,,-9.1509357,38.7260098
14761,51,Praça do Marquês de Pombal,Avenidas Novas,Passeio,HOTSPOT,Sheffield standard,4,13,0,Público,Partilhado com Micromobilidade,16/03/2019,-9.1504734,38.7262355
14762,52,"Rua Andrade Corvo, 27",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,4,8,0,Público,Partilhado com Micromobilidade,,-9.1473877,38.7300661
14763,53,"Rua Martens Ferrão, 24",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,4,8,0,Público,Partilhado com Micromobilidade,,-9.1479232,38.7292035
14764,54,"Avenida da República, 3",Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,0,Público,Partilhado com Micromobilidade,,-9.1451663,38.7343539
14765,56,"Avenida Marquês de Tomar, Igreja",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,15/11/2018,-9.1503161,38.7393594
14766,57,"Avenida 5 de Outubro, 184",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,21/11/2018,-9.1488848,38.7418553
14767,58,"Rua Diogo de Macedo, Escola",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,4,8,0,Público,Partilhado com Micromobilidade,19/11/2018,-9.1565631,38.7455771
14768,59,Rua Padre Abel Varzim,Parque das Nações,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,14/11/2018,-9.1043411,38.7723980
14769,60,"Rua Mário Botas ao Parque das Nações, 1",Parque das Nações,Passeio,BICICLETA,Sheffield standard,5,10,0,Público,Partilhado com Micromobilidade,15/11/2018,-9.0995605,38.7573802
14770,61,Praça do Tejo,Parque das Nações,Passeio,BICICLETA,Sheffield standard,4,8,0,Público,Partilhado com Micromobilidade,14/11/2018,-9.0918568,38.7760305
14771,62,Praça Mar da Palha,Parque das Nações,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,12/11/2018,-9.0916975,38.7957636
14772,63,"Via do Oriente, 16A",Parque das Nações,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,12/11/2018,-9.0990260,38.7922770
14773,64,"Via do Oriente, 2A",Parque das Nações,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,12/11/2018,-9.0996894,38.7890938
14774,65,Alameda dos Oceanos,Parque das Nações,Passeio,BICICLETA,Sheffield standard,4,8,0,Público,Partilhado com Micromobilidade,15/11/2018,-9.0955910,38.7765375
14775,66,Rua João Pinto Ribeiro,Parque das Nações,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,14/11/2018,-9.1026186,38.7745890
14776,67,"Rua Padre Joaquim Alves Correia, 10",Parque das Nações,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,14/11/2018,-9.1033936,38.7726885
14777,70,Rua do Rio Zêzere,Carnide,,BICICLETA,Desconhecido,0,6,0,Público,Partilhado com Micromobilidade,,-9.1828737,38.7735324
14778,72,"Avenida Cidade de Lourenço Marques, Mercado",Olivais,Passeio,BICICLETA,Sheffield standard,5,10,0,Público,Partilhado com Micromobilidade,,-9.1193179,38.7648229
14779,73,Estrada do Barçal,São Domingos de Benfica,Passeio,BICICLETA,Sheffield estilizado,5,10,0,Público,Partilhado com Micromobilidade,,-9.1896865,38.7435129
14780,2084,"Alameda das Linhas de Torres, 234",Lumiar,Passeio,BICICLETA,Sheffield standard,2,4,0,Público,Partilhado com Micromobilidade,22/03/2023,-9.1605698,38.7718835
14781,2085,Avenida da Universidade Técnica,Ajuda,Passeio,HOTSPOT,Desconhecido,0,10,0,Público,Dedicado Micromobilidade,17/04/2023,-9.1949284,38.7138588
14783,76,Avenida Professor Gama Pinto,Alvalade,Passeio,BICICLETA,Onda,2,10,0,Público,Partilhado com Micromobilidade,,-9.1597339,38.7527901
14784,77,"Avenida da Liberdade, 1",Santo António,Passeio,BICICLETA,Onda,1,5,0,Público,Partilhado com Micromobilidade,,-9.1425352,38.7162468
14786,79,Praça D. Pedro IV,Santa Maria Maior,Passeio,BICICLETA,Sheffield estreito,2,4,0,Público,Interdito Micromobilidade,,-9.1392507,38.7129917
14787,80,Estrada do Alvito,Alcântara,Passeio,BICICLETA,Sheffield estilizado,2,20,0,Público,Partilhado com Micromobilidade,,-9.1858993,38.7196492
14788,81,Avenida de Brasília,Estrela,Via,BICICLETA,Entorta rodas,1,3,0,Público,Partilhado com Micromobilidade,,-9.1531626,38.7061267
14789,82,Rua Cintura do Porto de Lisboa,Estrela,Via,BICICLETA,Entorta rodas,1,5,0,Público,Partilhado com Micromobilidade,,-9.1523843,38.7059333
14790,83,Cais do Gás,Misericórdia,Passeio,BICICLETA,Entorta rodas,1,10,0,Público,Partilhado com Micromobilidade,,-9.1465576,38.7049329
14791,84,"Avenida da República, 25",Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,0,Público,Partilhado com Micromobilidade,,-9.1456499,38.7362731
14792,85,"Via do Oriente, 2F-2G",Parque das Nações,Passeio,BICICLETA,Entorta rodas,5,5,0,Público,Partilhado com Micromobilidade,,-9.0994334,38.7878877
14793,86,"Passeio do Levante, 6",Parque das Nações,Passeio,BICICLETA,Cascata,1,8,0,Público,Partilhado com Micromobilidade,,-9.0965010,38.7850103
14794,87,Rua Padre Francisco,Campo de Ourique,Passeio,BICICLETA,Sheffield standard,5,10,0,Público,Partilhado com Micromobilidade,18/06/2018,-9.1670349,38.7157437
14795,88,"Avenida 5 de Outubro, 260",Alvalade,Passeio,BICICLETA,Onda,1,5,0,Público,Partilhado com Micromobilidade,,-9.1506670,38.7494218
14797,90,Metro Campo Grande,Lumiar,Passeio,BICICLETA,Grelha,1,6,0,Público,Interdito Micromobilidade,,-9.1578791,38.7599255
14798,92,Alameda das Comunidades Portuguesas,Olivais,Passeio,BICICLETA,Entorta rodas,10,40,1,Público,Partilhado com Micromobilidade,,-9.1286187,38.7681394
14799,93,"Avenida da Liberdade, 175",Santo António,Passeio,BICICLETA,Sheffield estreito,3,6,0,Público,Partilhado com Micromobilidade,,-9.1462195,38.7204008
14800,95,Campo Grande,Alvalade,Passeio,BICICLETA,Onda,2,10,0,Público,Partilhado com Micromobilidade,,-9.1553689,38.7576075
14801,96,Praça de Dom Luís I,Misericórdia,Passeio,BICICLETA,Sheffield standard,3,3,0,Público,Partilhado com Micromobilidade,,-9.1462300,38.7067233
14802,97,Avenida 24 de Julho,Misericórdia,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,,-9.1447931,38.7062019
14803,98,"Rua do Instituto Industrial, 7B",Misericórdia,Passeio,BICICLETA,Sheffield standard,8,16,0,Público,Partilhado com Micromobilidade,,-9.1505476,38.7078965
14804,99,"Rua do Instituto Industrial, 7",Misericórdia,Passeio,BICICLETA,Sheffield standard,8,16,0,Público,Partilhado com Micromobilidade,,-9.1505903,38.7083299
14805,100,"Avenida Dom Carlos I, 4B",Misericórdia,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,,-9.1524209,38.7070126
14806,101,Avenida 24 de Julho,Misericórdia,Passeio,BICICLETA,Sheffield standard,6,12,0,Público,Partilhado com Micromobilidade,,-9.1522589,38.7067423
14807,103,"Avenida 5 de Outubro, 168",Avenidas Novas,Passeio,BICICLETA,Sheffield standard,4,8,0,Público,Partilhado com Micromobilidade,21/11/2018,-9.1486202,38.7407946
14808,104,Avenida Álvaro Pais,Avenidas Novas,Passeio,BICICLETA,Sheffield standard,6,12,0,Público,Partilhado com Micromobilidade,27/11/2018,-9.1509090,38.7447721
14809,105,Largo do Nautilus,Parque das Nações,Passeio,BICICLETA,Sheffield standard,10,20,0,Público,Partilhado com Micromobilidade,12/11/2018,-9.0940161,38.7610040
14810,106,"Passeio do Adamastor, 18",Parque das Nações,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,13/11/2018,-9.0957095,38.7587557
14811,107,Passeio do Adamastor,Parque das Nações,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,14/11/2018,-9.0949439,38.7586935
14812,108,Passeio de Neptuno,Parque das Nações,Passeio,BICICLETA,Sheffield standard,16,32,0,Público,Partilhado com Micromobilidade,13/11/2018,-9.0945486,38.7545302
14813,109,"Praça do Norte, Mercado",Olivais,Passeio,BICICLETA,Onda,1,5,0,Público,Interdito Micromobilidade,,-9.1184299,38.7770885
14814,110,Largo da Luz,Carnide,Passeio,BICICLETA,Sheffield estreito,4,8,0,Público,Partilhado com Micromobilidade,,-9.1837901,38.7605052
14815,111,"Avenida do Rio de Janeiro, Mercado",Alvalade,Passeio,BICICLETA,Sheffield standard,4,8,0,Público,Partilhado com Micromobilidade,23/02/2023,-9.1399898,38.7561105
14816,112,"Rua Prista Monteiro, Escola",Carnide,Passeio,BICICLETA,Onda,1,5,0,Público,Partilhado com Micromobilidade,,-9.1818697,38.7661919
14817,113,Rua Dr. Nicolau de Bettencourt,Avenidas Novas,Passeio,BICICLETA,Onda,1,5,0,Público,Partilhado com Micromobilidade,,-9.1545027,38.7358491
14818,114,Praça do Império,Belém,Passeio,BICICLETA,Onda,1,5,0,Público,Partilhado com Micromobilidade,,-9.2073195,38.6958602
14819,116,"Avenida do Colégio Militar, 23A",Benfica,Passeio,BICICLETA,Onda,1,5,0,Público,Partilhado com Micromobilidade,,-9.1905394,38.7513852
14820,117,"Largo da Madre de Deus, Polidesportivo",Beato,Passeio,BICICLETA,Borboleta,1,7,0,Público,Partilhado com Micromobilidade,,-9.1155968,38.7320183
14821,118,"Avenida da Igreja, 21",Alvalade,Passeio,BICICLETA,Sheffield estreito,3,6,0,Público,Partilhado com Micromobilidade,,-9.1419685,38.7536665
14822,120,"Avenida 24 de Julho, 3",Misericórdia,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,,-9.1486381,38.7066595
14823,121,"Avenida da República, 37",Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,0,Público,Partilhado com Micromobilidade,,-9.1459021,38.7373219
14824,123,"Avenida da República, 67",Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,0,Público,Partilhado com Micromobilidade,,-9.1466117,38.7403759
14825,124,"Avenida da República, 57",Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,0,Público,Partilhado com Micromobilidade,,-9.1463704,38.7394485
14826,125,"Avenida da República, 77",Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,0,Público,Partilhado com Micromobilidade,,-9.1468827,38.7414604
14827,126,"Avenida Duque d' Ávila, 122",Avenidas Novas,Passeio,BICICLETA,Sheffield estreito,3,6,0,Público,Partilhado com Micromobilidade,,-9.1517136,38.7350167
14828,127,"Avenida António Augusto de Aguiar, 29",Avenidas Novas,Passeio,BICICLETA,Sheffield estreito,3,6,0,Público,Partilhado com Micromobilidade,,-9.1523415,38.7322018
14829,128,Rua de Moscavide ao Parque das Nações,Parque das Nações,Passeio,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,15/11/2018,-9.0990439,38.7777386
14830,129,"Avenida António Serpa, 38",Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,3,6,0,Público,Partilhado com Micromobilidade,11/08/2018,-9.1489487,38.7431169
14831,130,"Avenida Visconde de Valmor, 63A",Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,4,8,0,Público,Partilhado com Micromobilidade,11/08/2018,-9.1499088,38.7376531
14832,131,"Rua Pinheiro Chagas, 47",Avenidas Novas,Via,BICICLETA,Sheffield standard,2,4,0,Público,Partilhado com Micromobilidade,11/08/2018,-9.1499437,38.7340016
14833,132,"Rua Pinheiro Chagas, 47B",Avenidas Novas,Via,BICICLETA,Sheffield standard,2,4,0,Público,Partilhado com Micromobilidade,11/08/2018,-9.1500367,38.7340410
14834,134,Jardim Adão Barata,Carnide,,BICICLETA,Desconhecido,0,6,0,Público,Partilhado com Micromobilidade,,-9.1940219,38.7583480
14835,136,Praça dos Restauradores,Santa Maria Maior,Passeio,BICICLETA,Sheffield estreito,3,6,0,Público,Partilhado com Micromobilidade,,-9.1415359,38.7151056
14836,137,Avenida Prof. Franscisco da Gama Caeiro,Carnide,Passeio,BICICLETA,Onda,1,5,0,Público,Partilhado com Micromobilidade,,-9.1881700,38.7693544
14837,138,Rua da Cintura do Porto de Lisboa,Misericórdia,Passeio,BICICLETA,Sheffield standard,6,12,1,Público,Interdito Micromobilidade,,-9.1450397,38.7055390
14838,139,Rua Professor Lima Basto,São Domingos de Benfica,Passeio,BICICLETA,Onda,2,10,0,Público,Partilhado com Micromobilidade,,-9.1668605,38.7403674
14839,140,Largo dos Caminhos de Ferro,São Vicente,Passeio,BICICLETA,Sheffield estreito,5,10,0,Privado,Interdito Micromobilidade,,-9.1233855,38.7136424
14840,142,Campus de Campolide,Campolide,Passeio,BICICLETA,Sheffield standard,13,26,0,Privado,Interdito Micromobilidade,,-9.1603982,38.7345490
14841,143,"Rua Dom Luís I, 43",Misericórdia,Passeio,BICICLETA,Sheffield estreito,2,4,0,Público,Partilhado com Micromobilidade,,-9.1524756,38.7074771
14842,144,Rua Dr. Eduardo Neves,Avenidas Novas,Passeio,BICICLETA,Sheffield estreito,3,6,1,Público,Partilhado com Micromobilidade,,-9.1488161,38.7441294
14843,145,"Rua Abranches Ferrão, 9",São Domingos de Benfica,Passeio,BICICLETA,Sheffield estreito,3,6,0,Público,Partilhado com Micromobilidade,,-9.1719311,38.7507217
14844,2086,"Rua Nova do Calhariz, 46",Ajuda,Passeio,HOTSPOT,Desconhecido,0,10,0,Público,Dedicado Micromobilidade,17/04/2023,-9.1975565,38.7019556
14845,147,Avenida Frei Miguel Contreiras,Alvalade,Passeio,BICICLETA,Onda,1,5,0,Público,Partilhado com Micromobilidade,,-9.1321531,38.7460942
14846,148,Metro Campo Grande,Lumiar,Passeio,BICICLETA,Sheffield estreito,6,12,0,Público,Partilhado com Micromobilidade,,-9.1578760,38.7604760
14847,150,Rua Dr. Eduardo Neves,Avenidas Novas,Passeio,BICICLETA,Sheffield standard,5,10,1,Público,Partilhado com Micromobilidade,,-9.1483929,38.7443072
14848,151,Avenida da República,Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,1,Público,Partilhado com Micromobilidade,,-9.1476666,38.7445924
14849,152,"Campo Grande, 27",Alvalade,Via,BICICLETA,Sheffield standard,4,8,0,Público,Partilhado com Micromobilidade,,-9.1500114,38.7497785
14850,153,"Avenida Brasília, DGRM",Belém,Passeio,BICICLETA,Grelha,5,10,0,Público,Partilhado com Micromobilidade,,-9.2253091,38.6961485
14852,155,Estrada de Montes Claros,Ajuda,Via,BICICLETA,Grelha,1,4,0,Público,Partilhado com Micromobilidade,,-9.2015684,38.7178601
14853,156,Jardim Fernando Pessa,Areeiro,Passeio,BICICLETA,Onda,1,5,0,Privado,Interdito Micromobilidade,,-9.1380794,38.7433668
14854,157,Avenida da Peregrinação,Parque das Nações,Passeio,BICICLETA,Cascata,1,6,0,Público,Partilhado com Micromobilidade,,-9.0957267,38.7822624
14855,158,Avenida Aquilino Ribeiro Machado,Parque das Nações,Passeio,BICICLETA,Cascata,1,12,1,Público,Partilhado com Micromobilidade,,-9.0989904,38.7687203
14856,159,Avenida Aquilino Ribeiro Machado,Parque das Nações,Passeio,BICICLETA,Cascata,1,12,1,Público,Partilhado com Micromobilidade,,-9.0992389,38.7687194
14857,160,Avenida de Berlim,Parque das Nações,Passeio,BICICLETA,Cascata,1,12,1,Público,Partilhado com Micromobilidade,,-9.0988601,38.7669368
14858,161,Avenida de Berlim,Parque das Nações,Passeio,BICICLETA,Cascata,1,20,1,Público,Partilhado com Micromobilidade,,-9.0991317,38.7669539
14859,162,Avenida de Berlim,Parque das Nações,Passeio,BICICLETA,Cascata,1,12,1,Público,Partilhado com Micromobilidade,,-9.0993662,38.7669646
14860,163,Alameda dos Oceanos,Parque das Nações,Passeio,BICICLETA,Cascata,1,8,0,Público,Partilhado com Micromobilidade,,-9.0960910,38.7665110
14861,164,Rua do Pólo Sul,Parque das Nações,Passeio,BICICLETA,Sheffield standard,7,14,0,Público,Partilhado com Micromobilidade,,-9.0970157,38.7648722
14862,165,"Boqueirão do Duro, 46",Misericórdia,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,0,Público,Partilhado com Micromobilidade,,-9.1514790,38.7084815
14863,167,"Avenida Praia da Vitória, 35B",Arroios,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,0,Público,Partilhado com Micromobilidade,,-9.1433496,38.7339178
14864,168,Rua de Pascoal de Melo,Arroios,Via,BICICLETA,Sheffield standard,4,8,0,Público,Partilhado com Micromobilidade,,-9.1370439,38.7313296
14865,169,"Avenida Praia da Vitória, 1B",Arroios,Lugar estacionamento automóvel,BICICLETA,Sheffield standard,5,10,0,Público,Partilhado com Micromobilidade,,-9.1416449,38.7341636
14866,170,Passeio de Neptuno,Parque das Nações,Passeio,BICICLETA,Cascata,1,8,0,Público,Partilhado com Micromobilidade,,-9.0937724,38.7570910
14867,171,Passeio de Neptuno,Parque das Nações,Passeio,BICICLETA,Cascata,1,8,0,Público,Partilhado com Micromobilidade,,-9.0939716,38.7561833
14868,172,"Rua Gaivotas em Terra, Escola",Parque das Nações,Passeio,BICICLETA,Cascata,1,8,0,Público,Partilhado com Micromobilidade,,-9.0970096,38.7548161
14869,175,Eixo Central,Lumiar,Passeio,BICICLETA,Onda,3,15,0,Público,Partilhado com Micromobilidade,18/05/2013,-9.1471571,38.7769926
14870,176,Eixo Central,Lumiar,Passeio,BICICLETA,Onda,3,15,0,Público,Partilhado com Micromobilidade,18/05/2013,-9.1473983,38.7770528
14871,177,Eixo Central,Lumiar,Passeio,BICICLETA,Onda,3,15,0,Público,Partilhado com Micromobilidade,18/05/2013,-9.1477485,38.7761957
14872,178,Eixo Central,Lumiar,Passeio,BICICLETA,Onda,3,15,0,Público,Partilhado com Micromobilidade,18/05/2013,-9.1475073,38.7761356
14873,179,Eixo Central,Lumiar,Passeio,BICICLETA,Onda,3,15,0,Público,Partilhado com Micromobilidade,18/05/2013,-9.1478109,38.7753923
14874,180,Eixo Central,Lumiar,Passeio,BICICLETA,Onda,3,15,0,Público,Partilhado com Micromobilidade,18/05/2013,-9.1480521,38.7754525
14875,181,Eixo Central,Lumiar,Passeio,BICICLETA,Onda,3,15,0,Público,Partilhado com Micromobilidade,18/05/2013,-9.1483973,38.7739582
14876,182,Eixo Central,Lumiar,Passeio,BICICLETA,Onda,3,15,0,Público,Partilhado com Micromobilidade,18/05/2013,-9.1486385,38.7740183
14877,383,"Avenida dos Defensores de Chaves, 23",Arroios,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,0,Público,Partilhado com Micromobilidade,14/05/2019,-9.1432703,38.7346243
14878,384,"Avenida dos Defensores de Chaves, 12",Arroios,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,0,Público,Partilhado com Micromobilidade,14/05/2019,-9.1429738,38.7334037
